id;username;title;subscribers;link
1054549314;@ntvnews;НТВ;146645;https://t.me/ntvnews
1111348665;@infantmilitario;Милитарист;192661;https://t.me/infantmilitario
1074354585;@milinfolive;Военный Осведомитель;527364;https://t.me/milinfolive
1283359437;@voenkorKotenok;Vоенкор Котенок Z;417870;https://t.me/voenkorKotenok
1137332367;@new_militarycolumnist;Военный обозреватель;203852;https://t.me/new_militarycolumnist
1708539438;@dshrg2;ДШРГ Русич;73469;https://t.me/dshrg2
1712234267;@dontstopwar;🇷🇺 DONTSTOPWAR;218953;https://t.me/dontstopwar
1730870551;@rsotmdivision;💀REVERSE SIDE OF THE MEDAL💀;371001;https://t.me/rsotmdivision
1012103617;@SergeyKolyasnikov;ZERGULIO🇷🇺;239196;https://t.me/SergeyKolyasnikov
1893345516;@razgruzka_vagnera;Разгрузка Вагнера;26194;https://t.me/razgruzka_vagnera
1700888439;@rvvoenkory;Операция Z: военкоры русской весны - резерв;97931;https://t.me/rvvoenkory
1222373371;@btr80;Работайте  братья!;120718;https://t.me/btr80
1118507025;@tsargradtv;Царьград ТВ;118927;https://t.me/tsargradtv
1747508301;@voenndelo;Военндело (Военное дело);114362;https://t.me/voenndelo
1666903301;@obstanovkalnr;Известия ЛНР/ДНР;57683;https://t.me/obstanovkalnr
1697554072;@MonitoringUA;Украина. Спецоперация. Мониторинг СВО;54755;https://t.me/MonitoringUA
1471893534;@sheptoon;Шептун🇺🇦Украина Война;50104;https://t.me/sheptoon
1664858107;@montyan2;#МОНТЯН!;486971;https://t.me/montyan2
1479946125;@ZeRada1;ЗеРада;334167;https://t.me/ZeRada1
1447182889;@ZE_kartel;Картель;152620;https://t.me/ZE_kartel
1240977961;@OlgaSharij;ОЛЬГА ШАРИЙ;192965;https://t.me/OlgaSharij
1570010567;@MediaKiller2021;MediaKiller;118344;https://t.me/MediaKiller2021
1312303318;@tvdno;ТелеДНО;116296;https://t.me/tvdno
1207476194;@skosoi;Женщина с косой;92295;https://t.me/skosoi
1210465638;@odessa_typical;Типичная Одесса;125271;https://t.me/odessa_typical
1209080275;@cherniy_kvartal;Чёрный Квартал;47882;https://t.me/cherniy_kvartal
1202009667;@nach_shtabu;НачШтабу;35047;https://t.me/nach_shtabu
1136914098;@buntariy;🏴‍☠️Бунтарь;19351;https://t.me/buntariy
1317786502;@maksnazar;наглый;35195;https://t.me/maksnazar
1728311158;@ilovekramatorsk;Я ❤️ Краматорск;55648;https://t.me/ilovekramatorsk
1285869345;@life_odessa;Одесский фраер;30920;https://t.me/life_odessa
1237733774;@SBUmole;Кріт СБУ;4187;https://t.me/SBUmole
1494993138;@tsibulya_ua;цибуля 🇺🇦;19541;https://t.me/tsibulya_ua
1716014677;@melitopoladmin;Администрация города Мелитополя;39359;https://t.me/melitopoladmin
1155138955;@chergovii;Черговий ООС;12260;https://t.me/chergovii
1287246088;@zp_live;Нетипичное Запорожье;23603;https://t.me/zp_live
1187502427;@kherson_news_info;Новости Херсонщины;11157;https://t.me/kherson_news_info
1764402468;@Genichesk_ru;Главное в Геническе;39806;https://t.me/Genichesk_ru
1264194241;@NewsKhersonLife;Херсон Life Новости;3382;https://t.me/NewsKhersonLife
1236564472;@Ukrainian_format;Украинский формат;10934;https://t.me/Ukrainian_format
1798592301;@melitopol_ru;Главное в Мелитополе;32368;https://t.me/melitopol_ru
1195323522;@Ten_NaPleten;Тень на плетень;6278;https://t.me/Ten_NaPleten
1166212617;@kherson_live;Херсон live;16784;https://t.me/kherson_live
1471027234;@niklive;Николаев live;33738;https://t.me/niklive
1150201825;@kharkov_trempel;Тремпель Харьков;21442;https://t.me/kharkov_trempel
1278514229;@HtoSho;ХтоШо | Сергей Черкасский;26744;https://t.me/HtoSho
1667648011;@HolodniyYar;93 бригада "Холодний Яр" | ОБРАТНАЯ СТОРОНА;25265;https://t.me/HolodniyYar
1539262259;@NowMelitopol;Новый Мелитополь;24440;https://t.me/NowMelitopol
1265411149;@zzelandia;ЗЕландия;2810;https://t.me/zzelandia
1681621555;@NSDVLuganske;На самом деле в Луганске;5113;https://t.me/NSDVLuganske
1879794670;@NSDVKieve;На самом деле в Киеве;8201;https://t.me/NSDVKieve
1845077847;@NSDVDnepre;На самом деле в Днепре;10388;https://t.me/NSDVDnepre
1211026183;@NSDVKharkove;На самом деле в Харькове;47524;https://t.me/NSDVKharkove
1861737781;@NSDVNikolaeve;На самом деле в Николаеве;8273;https://t.me/NSDVNikolaeve
1864658091;@NSDVKhersone;На самом деле в Херсоне;24544;https://t.me/NSDVKhersone
1845359225;@NSDVDonetske;На самом деле в Донецке;15717;https://t.me/NSDVDonetske
1144404150;@warjournaltg;WarJournal [Z];46649;https://t.me/warjournaltg
1129015804;@directorate4;Directorate 4;45390;https://t.me/directorate4
1366346975;@Oleg_Blokhin;Oleg Blokhin;36457;https://t.me/Oleg_Blokhin
1378437829;@apleonkov;Мадуро - не дура;34954;https://t.me/apleonkov
1472280635;@specops2022;Спецоперация на Украине. Правдивые новости;33265;https://t.me/specops2022
1476769133;@medvedev_note;Военкор 🅉 Медведев;32231;https://t.me/medvedev_note
1217934291;@conflictzone;Conflict Zone;28136;https://t.me/conflictzone
1319370046;@wingsofwar;Крылья войны;26113;https://t.me/wingsofwar
1732460818;@aviapro1;Avia.pro - Новости  события  СМИ;24573;https://t.me/aviapro1
1701262157;@tankistrossii100;Танкисты ЮВО;22546;https://t.me/tankistrossii100
1683334109;@news_voina;Новости с фронта войны;11729;https://t.me/news_voina
1809568397;@russiatelegram14;Россия в Telegram🇷🇺;8548;https://t.me/russiatelegram14
1648917053;@voenoskol;Военный Оскол;4428;https://t.me/voenoskol
1297235221;@kapterkarus;Vоенная БаZа;3641;https://t.me/kapterkarus
1602168099;@politryk_live;🇷🇺 Политрук Live;637;https://t.me/politryk_live
1809467765;@chubachub_200;Ищи Хохла 18+|Груз 200|Мертвый Хохол;4755;https://t.me/chubachub_200
1640490586;@doctor_botox999;ХОХОЛ И УКРОП;2957;https://t.me/doctor_botox999
1687359039;@freefromukraine;Русский Пират;24756;https://t.me/freefromukraine
1204082623;@proofzzz;Zл⭕️й Пруф️;294932;https://t.me/proofzzz
1266440079;@kedmi;Яков Кедми;245175;https://t.me/kedmi
1814944941;@Stasfeisiia;Украинские нацисты и дети Бандеры.Все понесут наказания;4151;https://t.me/Stasfeisiia
1773833810;@XarkovshayaRus;ХарьковскаяРусь;722;https://t.me/XarkovshayaRus
1714482278;@worldwar2214;СВОДКИ И АНАЛИТИКА СВО;1818;https://t.me/worldwar2214
1747620635;@ZA_FROHT;ЗАПОРОЖСКИЙ ФРОНТ;34634;https://t.me/ZA_FROHT
1735357542;@HersonVestnik;Херсонский Вестник;51222;https://t.me/HersonVestnik
1349489051;@vdv_nkn;Za VDV — Никто кроме наc!;10660;https://t.me/vdv_nkn
1653838881;@zadesaatnikov;ZA СТАВРОПОЛЬСКИХ ДЕСАНТНИКОV;2876;https://t.me/zadesaatnikov
1709812642;@zvdvru;ВДВ России;32206;https://t.me/zvdvru
1390726202;@ramzayiegokomanda;Рамзай;91170;https://t.me/ramzayiegokomanda
1679982447;@Mestb_Dobroj_Voli;Месть доброй воли;7142;https://t.me/Mestb_Dobroj_Voli
1120807475;@vladlentatarsky;Владлен Татарский;527267;https://t.me/vladlentatarsky
1362260181;@gleberve;Военкор Глеб Эрвье | Z;12240;https://t.me/gleberve
1437814721;@zola_of_renovation;Vладислав Угольный;40497;https://t.me/zola_of_renovation
1713799616;@zprognozb;Z прогнозы 2.0;12535;https://t.me/zprognozb
1818483768;@XNRRussia;Харьковское направление;6626;https://t.me/XNRRussia
1554091644;@panchenkodi;ПАНЧЕНКО;109687;https://t.me/panchenkodi
1652603813;@kondrusius;Правда 2022;12829;https://t.me/kondrusius
1513431778;@dva_majors;Два майора;232726;https://t.me/dva_majors
1699630071;@frontbird;Фронтовая птичка;41571;https://t.me/frontbird
1774281143;@SignalMan_Kiba;Чат связиста Кибы;1430;https://t.me/SignalMan_Kiba
1441564230;@notes_veterans;ZАПИСКИ VЕТЕРАНА;302800;https://t.me/notes_veterans
1324060080;@olegtsarov;Олег Царёв;284421;https://t.me/olegtsarov
1321128351;@Topaz_Govorit;Говорит ТопаZ🦩#ШВО;69081;https://t.me/Topaz_Govorit
1499033087;@mihalych67;ВЕСЕЛОВСКИЙ 🇷🇺;19227;https://t.me/mihalych67
1864309667;@obtf_kaskad;ОБТФ "Каскад";39579;https://t.me/obtf_kaskad
1372147953;@nm_dnr;Народная милиция ДНР;101383;https://t.me/nm_dnr
1602838096;@xronikabpla;Хроника оператора БпЛА;31329;https://t.me/xronikabpla
1264067946;@sons_fatherland;Сыны Отечества;25532;https://t.me/sons_fatherland
1126629353;@kremlinprachka;Кремлёвская прачка;257087;https://t.me/kremlinprachka
1205641526;@warhistoryalconafter;Кирилл Фёдоров / Война История Оружие;392366;https://t.me/warhistoryalconafter
1636848616;@zov_snb;ZOV - Своих не бросаем;30725;https://t.me/zov_snb
1333997861;@sharij_official;Партия Шария;11203;https://t.me/sharij_official
1878618878;@russian_airborne;Крылатые;20657;https://t.me/russian_airborne
1691685179;@ZSU_Hunter_2_0;ZSU Hunter 2.0;17211;https://t.me/ZSU_Hunter_2_0
1200244651;@razved_dozor;РаZвед_ДоZор;69806;https://t.me/razved_dozor
1685469780;@zhogaartem;ЖОГА;64864;https://t.me/zhogaartem
1707117669;@zachistka_ua;ZАЧИСТКА;56835;https://t.me/zachistka_ua
1447880106;@voin_dv;Воин DV;49305;https://t.me/voin_dv
1820604299;@DRO_Wolves;1-я ДРШБр «Волки» 🐺;8869;https://t.me/DRO_Wolves
1349671737;@Ratnik2nd;Ратник 2-го раZряда;19309;https://t.me/Ratnik2nd
1781994381;@ttambyl;ТЫ ТАМ БЫЛ? (Павел Кукушкин);21549;https://t.me/ttambyl
1555369330;@ptsr_team;ПТСР TEAM Community;40514;https://t.me/ptsr_team
1865528673;@fiftnmls;Скотомогильник | 18+ | Дохлые хохлы;23383;https://t.me/fiftnmls
1384810466;@vezhlivo_ru;Вежливые люди;84850;https://t.me/vezhlivo_ru
1662362942;@sev_serdca;Z❤️‍🔥V | Сердце Севастополя;4530;https://t.me/sev_serdca
1301903694;@a_vyshinskiy;Андрей Vышинский;67284;https://t.me/a_vyshinskiy
1724181468;@zarussia_1;Правда за нами;190359;https://t.me/zarussia_1
1252470989;@nos_chanel;НОС;113095;https://t.me/nos_chanel
1547226852;@heroesofZ;Герои спецоперации Z;36875;https://t.me/heroesofZ
1085671411;@rlz_the_kraken;Выпускайте Кракена!;303657;https://t.me/rlz_the_kraken
1345033410;@bye_biden;БайБайден;71080;https://t.me/bye_biden
1283016748;@cyber_frontZ;КИБЕР ФРОНТ Z 🇷🇺;120888;https://t.me/cyber_frontZ
1382434580;@rosgvardia67;ROSGVARDIA_RUSSIA Z;36658;https://t.me/rosgvardia67
1609429082;@svodki_opolcheniya;СВОДКИ ОПОЛЧЕНИЯ;76066;https://t.me/svodki_opolcheniya
1254642005;@militarydonetsk;Военный Ⓩ Донецк | Сводки | СВО;69281;https://t.me/militarydonetsk
1118084216;@energynewz;Россия и Украина Новости: Спецоперация Z;100928;https://t.me/energynewz
1099737840;@rusvesnasu;Русская Весна Z : спецоперация на Украине и Донбассе;213411;https://t.me/rusvesnasu
1381795855;@russian_spring_zz;Русская Весна | СПЕЦОПЕРАЦИЯ Z;32421;https://t.me/russian_spring_zz
1763823956;@hero_svo;🇷🇺Герои спецоперации Z🇷🇺;2278;https://t.me/hero_svo
1628883874;@slezhuza_voenkor;СлежуЗа - Военкоры;17254;https://t.me/slezhuza_voenkor
1647790706;@yaremshooter;Военкор Ярем;79824;https://t.me/yaremshooter
1360364343;@evgeniy_lisitsyn;Военкор l Z l Лисицын ZOV-TV;64004;https://t.me/evgeniy_lisitsyn
1615061331;@killnet_mirror;Писарь из Штаба🖊;25209;https://t.me/killnet_mirror
1584480250;@rustroyka1945;ТРОЙКА 🏴‍☠️;215658;https://t.me/rustroyka1945
1641806445;@zhizn_fm;♥️ РАДИО ЖИЗНЬ;6746;https://t.me/zhizn_fm
1748666027;@VoZmezdie2022;VОZМЕЗДИЕ;16952;https://t.me/VoZmezdie2022
1571907693;@nationconsunion;О.К.О.;18833;https://t.me/nationconsunion
1223016320;@wehearfromyanina;Нам пишут из Янины.;92310;https://t.me/wehearfromyanina
1188582446;@soldiers_truth;СОЛДАТСКАЯ ПРАВДА #КРП;43409;https://t.me/soldiers_truth
1165131018;@Za_Derjavy;Zа (V)Побѣду;22960;https://t.me/Za_Derjavy
1404241116;@putnik1lv;Лев Вершинин;21707;https://t.me/putnik1lv
1155389484;@rogozin_do;РОГОЗИН НА ФРОНТЕ;84838;https://t.me/rogozin_do
1193421722;@first_political;First Новости Войны;376338;https://t.me/first_political
1739446698;@otryadkovpaka;Отряд Ковпака;60788;https://t.me/otryadkovpaka
1705554837;@nmakeevaZ;Наталья Макеева⚡️ Z;505;https://t.me/nmakeevaZ
1143524041;@comradepelevin;Александр Пелевин;20738;https://t.me/comradepelevin
1182607945;@dolgarevaanna;ДОЛГАРЕVА;49185;https://t.me/dolgarevaanna
1036362176;@rt_russian;RT на русском;702473;https://t.me/rt_russian
1463486789;@akimapachev;Аким Апачев 🏹;72349;https://t.me/akimapachev
1176247089;@harry_homolsky;Dirty Harry | Игорь Гомольский;31495;https://t.me/harry_homolsky
1778863412;@real_cultras;real cultras Z;20436;https://t.me/real_cultras
1794711668;@pezdicide;Системный пестицид;13743;https://t.me/pezdicide
1169436645;@grishkafilippov;Дмитрий Конаныхин;34748;https://t.me/grishkafilippov
1255807651;@rusengineer;Русский инженер;38041;https://t.me/rusengineer
1144180066;@swodki;⚡️🇷🇺 Сводки ополчения Новороссии Z.O.V. (ДНР  ЛНР  Украина  Война);276971;https://t.me/swodki
1138493441;@talipovonline;ТалипоV 𝐎𝐧𝐥𝐢𝐧𝐞 🅉;83771;https://t.me/talipovonline
1164396748;@cmiye;Синяя Z Борода;75505;https://t.me/cmiye
1790675579;@z_arhiv;Z комитет + карта СВО;17371;https://t.me/z_arhiv
1618330337;@DroneCenterDNR;РЦБС;10360;https://t.me/DroneCenterDNR
1340207270;@drugoros_spb;ЛЕНИНГРИБ 🅉 (нацболы);1721;https://t.me/drugoros_spb
1183570279;@mardanaka;МАРДАН;234916;https://t.me/mardanaka
1064580781;@smolyak;СМОЛЯК;3730;https://t.me/smolyak
1318146845;@podled;Под лед;18565;https://t.me/podled
1965208606;@KRPRus;Клуб рассерженных патриотов;8814;https://t.me/KRPRus
1267913497;@russia_and_anvil;Савва Федосеев;2173;https://t.me/russia_and_anvil
1633117192;@kaluginlaw;Лёша 282;345;https://t.me/kaluginlaw
1108693084;@adirect;Прямое действие⚡Z;10242;https://t.me/adirect
1115845367;@bunkerdayly;#будниБункера⚡️Z;1148;https://t.me/bunkerdayly
1325838930;@mihailaksel;Михаил Аксель;2794;https://t.me/mihailaksel
1684869843;@interbrigady2022;Интербригады 2022;3306;https://t.me/interbrigady2022
1861994085;@privatekycha;Репортаж рядового Кучи;178;https://t.me/privatekycha
1084368520;@topwar_official;Военное обозрение;110682;https://t.me/topwar_official
1564815832;@tarik_news;Tarik_news;14851;https://t.me/tarik_news
1749185625;@JokerDPR;Джокер ДНР;244791;https://t.me/JokerDPR
1595839251;@milchronicles;Военная хроника;267564;https://t.me/milchronicles
1537094605;@artelfilms;aRTel.doc|Документальное кино;27723;https://t.me/artelfilms
1251217154;@fighter_bomber;Fighterbomber;311708;https://t.me/fighter_bomber
1085428736;@staraya;Старая площадь;129008;https://t.me/staraya
1254663237;@asphaltt;Асфальт;37580;https://t.me/asphaltt
1720094906;@Lunay14;Лыня_14 🫡;12968;https://t.me/Lunay14
1754432876;@genshtab24;Портфель Генштаба;42526;https://t.me/genshtab24
1578167821;@maryananaumova;Марьяна Батьковна;70965;https://t.me/maryananaumova
1263953596;@grey_zone;GREY ZONE;467066;https://t.me/grey_zone
1510885863;@olgavyazovskaya2014;Ольга Вязовская "Леля";350;https://t.me/olgavyazovskaya2014
1514041375;@bayraktar1070;Свидетели Байрактара;77506;https://t.me/bayraktar1070
1891622777;@Opalennye_vojnoj;Опалённые войной;5678;https://t.me/Opalennye_vojnoj
1778244325;@MilitaryCriminal;Военные преступники;12238;https://t.me/MilitaryCriminal
1497591396;@riafan_everywhere;МЕЖДУНАРОДНЫЙ ФАН;38581;https://t.me/riafan_everywhere
1167445017;@politadequate;АДЕКВАТ Z;190708;https://t.me/politadequate
1403923761;@southtower;Южная башня;86607;https://t.me/southtower
1742205509;@donezkiy;ДонеZкий;14878;https://t.me/donezkiy
1460490796;@melnikby;Мельник;1609;https://t.me/melnikby
1376818144;@brussinf;Позывной Брюс;125694;https://t.me/brussinf
1793081466;@bolshiepushki;Крупнокалиберный Переполох;307897;https://t.me/bolshiepushki
1130915140;@news_forfree;Ваши Новости;25506;https://t.me/news_forfree
1633785633;@WarInMyEyes;Война Глазами Журналиста;6430;https://t.me/WarInMyEyes
1527209198;@readovkaru;Объясняет Readovka;585122;https://t.me/readovkaru
1363490654;@astrahandm;Военкор Астрахань;42811;https://t.me/astrahandm
1510937160;@MOOVeche;МОО Вече;12798;https://t.me/MOOVeche
1459051914;@Ugolok_Sitha;Уголок Ситха;62566;https://t.me/Ugolok_Sitha
1216029091;@militaryreview;В обозе (Военное обозрение);10619;https://t.me/militaryreview
1297608614;@usaperiodical;Американскiй номеръ;13261;https://t.me/usaperiodical
1279747448;@mig41;МИГ России;460511;https://t.me/mig41
1694579962;@pravda_gazeta;Газета ПРАВДА;1937;https://t.me/pravda_gazeta
1218410161;@ChDambiev;Dambiev;119381;https://t.me/ChDambiev
1472178916;@vrogov;Владимир Рогов;114807;https://t.me/vrogov
1419454128;@china3army;China army;22419;https://t.me/china3army
1632157043;@katya_valya_dnr;КатяВаляДНР;32096;https://t.me/katya_valya_dnr
1215462939;@anna_news;ANNA-NEWS;319870;https://t.me/anna_news
1711795532;@projectArchangel;Проект «Архангел». Создание БПЛА.;2078;https://t.me/projectArchangel
1637872673;@andrew_kots;RIA_KotZ;4051;https://t.me/andrew_kots
1730451225;@ua_tribunal;ТРИБУНАЛ;82339;https://t.me/ua_tribunal
1136354156;@Belarus_VPO;БелВПО;25061;https://t.me/Belarus_VPO
1314503315;@nashiivashi;НАШИ И ВАШИ;17332;https://t.me/nashiivashi
1497767963;@FridrihShow;ФРИДРИХ 🎭;85752;https://t.me/FridrihShow
1210987817;@NeoficialniyBeZsonoV;Неофициальный Безсонов "Z";384405;https://t.me/NeoficialniyBeZsonoV
1588819534;@poisk_mil;Поисковик ЗВИ;27856;https://t.me/poisk_mil
1449542305;@ImpNavigator;ImpNavigator;4982;https://t.me/ImpNavigator
1495842437;@kommunist;Настоящий полкоVник|Z|Виталий Киселев;19655;https://t.me/kommunist
1050820672;@tass_agency;ТАСС;337813;https://t.me/tass_agency
1396864349;@belarusian_silovik;Белорусский силовик 🇧🇾;49083;https://t.me/belarusian_silovik
1686898380;@globalwarzone;WAR[Z]ONE;11677;https://t.me/globalwarzone
1508649222;@Aksenov82;Аксёнов Z 82;98770;https://t.me/Aksenov82
1639969141;@mariupolz;Мариуполь сейчас 🇷🇺;14475;https://t.me/mariupolz
1754988582;@polk105;Z 105-й полк НМ ДНР;12577;https://t.me/polk105
1343146866;@diza_donbass;Военкор Андрей Камыжикин;10842;https://t.me/diza_donbass
1306452961;@ok_spn;Канал специального назначения;80232;https://t.me/ok_spn
1107869175;@militarymaps;MilitaryMaps | Z 🇷🇺;37655;https://t.me/militarymaps
1701685420;@video_languages;РОЛИКИ НА РАЗНЫХ ЯЗЫКАХ;17429;https://t.me/video_languages
1788479409;@Irna_ru;IRNA НА РУССКОМ;26123;https://t.me/Irna_ru
1057004251;@vatfor;Ватфор | Автострадный think tank;21197;https://t.me/vatfor
1837757788;@lost_armour;LOSTARMOUR | Carthago delenda est!;18230;https://t.me/lost_armour
1001104273;@lifenews;LIFE. Расследования;21636;https://t.me/lifenews
1248668939;@WarDonbass;WarDonbass;97472;https://t.me/WarDonbass
1114515244;@vzglyad_ru;V Z - ВЗГЛЯД.РУ;94781;https://t.me/vzglyad_ru
1562062076;@diplosource;Дипломатический источник;2184;https://t.me/diplosource
1626969489;@pozivnoiZ;Позывной Z 🇷🇺;1354;https://t.me/pozivnoiZ
1065276858;@MID_Russia;МИД России 🇷🇺;115101;https://t.me/MID_Russia
1604696460;@de_adler;Немецкий орел/Deutscher Adler;2553;https://t.me/de_adler
1356558570;@maximgrigoryev;ГРИГОРЬЕВ;16611;https://t.me/maximgrigoryev
1877450628;@wagner_employment;ЧВК Вагнер | Объявления о работе;13987;https://t.me/wagner_employment
1658950550;@dazbastadraw;DaZbastaDraw;12755;https://t.me/dazbastadraw
1692092745;@ZGorokhoV;ГорИнформбюро;574;https://t.me/ZGorokhoV
1522549638;@voenkor_evtushenko;Военкор Z Евтушенко;13135;https://t.me/voenkor_evtushenko
1462161273;@npo_dvina;Владимир Орлов;10542;https://t.me/npo_dvina
1137281358;@prchand;Китайский свяZноj;70574;https://t.me/prchand
1767509693;@AG_DPR;Администрация Главы ДНР;21946;https://t.me/AG_DPR
1170571084;@baltnews;BALTNEWS;16446;https://t.me/baltnews
1082968817;@mod_russia;Минобороны России;478933;https://t.me/mod_russia
1454608934;@Russiaanews;Russia News;11974;https://t.me/Russiaanews
1255369113;@rosgvardszo;Росгвардия. Северо-Западный округ;1634;https://t.me/rosgvardszo
1819654448;@pyospzdc;Пёс «П»;6125;https://t.me/pyospzdc
1480126288;@brekotins;Брекотин;57364;https://t.me/brekotins
1210023966;@needleraw;Сырьевая игла;11934;https://t.me/needleraw
1192450220;@skabeeva;Скабеева;193427;https://t.me/skabeeva
1705184188;@DV_Sablin;Дмитрий Саблин;7581;https://t.me/DV_Sablin
1138914412;@Doninside;Inside 🅉 Donetsk;47692;https://t.me/Doninside
1664841264;@BattleSailor_13;Battle_🅉 _Sailor ⚓;53765;https://t.me/BattleSailor_13
1170534576;@Russian_OSINT;Russian OSINT;24968;https://t.me/Russian_OSINT
1767881777;@z4lpr;Z4🇷🇺;80381;https://t.me/z4lpr
1509255982;@elsukova_an;Елсукова;10915;https://t.me/elsukova_an
1583717934;@Sargon_Hadaya;Sargon Hadaya;5237;https://t.me/Sargon_Hadaya
1725239001;@DKulko;Военкор Кулько;24549;https://t.me/DKulko
1335635435;@newsfrontnotes;FRONTовые Zаметки;55860;https://t.me/newsfrontnotes
1438869004;@RealdocProductions;Realdoc;40353;https://t.me/RealdocProductions
1540804200;@ukrainian_guide;Направленец по Украине;12762;https://t.me/ukrainian_guide
1223185389;@smotri_media;СМОТРИ;41282;https://t.me/smotri_media
1620209347;@nemeZ1da_ru;НемеZида;69686;https://t.me/nemeZ1da_ru
1033134963;@inosmichannel;ИноСМИ;102029;https://t.me/inosmichannel
1285691749;@wandererchannel;Суровый Армагеддон;16134;https://t.me/wandererchannel
1437878719;@skurlatovlive;Скурлатов live;243671;https://t.me/skurlatovlive
1666602871;@periskop_pacific;Блокнот ⚒ Перископа;12790;https://t.me/periskop_pacific
1555799384;@wartearsorg;wartears;2048;https://t.me/wartearsorg
1144616980;@zvezdanews;Zvezdanews;106852;https://t.me/zvezdanews
1551891830;@suverennews;Суверенная экономика;274256;https://t.me/suverennews
1311456012;@shorokhOFF;Шорохов;671;https://t.me/shorokhOFF
1320786407;@andrey_yashchenko;Андрей Ященко;2322;https://t.me/andrey_yashchenko
1452099976;@v_and_z;Вежливые и Заботливые;17640;https://t.me/v_and_z
1296355218;@pravda_shuravi;Z Правда Шурави.;27684;https://t.me/pravda_shuravi
1323132810;@RSaponkov;Роман Сапоньков;69463;https://t.me/RSaponkov
1400338245;@svarschiki;⚔ СВАРЩИКИ;82522;https://t.me/svarschiki
1156791035;@south0wind;Южный ветер;28511;https://t.me/south0wind
1774541028;@ravenstvomedia;Равенство.Медиа;7242;https://t.me/ravenstvomedia
1752720583;@garmaev_alexander;Гармаев Александр;27751;https://t.me/garmaev_alexander
1440306181;@Grantoed_by;Грантоед.by;3137;https://t.me/Grantoed_by
1716503574;@Soldierline;Рядовой на проводе;10415;https://t.me/Soldierline
1464146642;@RtrDonetsk;Репортёр Руденко V🇷🇺;274361;https://t.me/RtrDonetsk
1627892443;@politolog_kolp;ПОЛИТОЛОГ ВИТАЛИЙ КОЛПАШНИКОВ;3469;https://t.me/politolog_kolp
1201790214;@Ukr_G_M;U_G_M;89114;https://t.me/Ukr_G_M
1046511458;@ikakprosto;СТАС БОМБИТ;403560;https://t.me/ikakprosto
1429994323;@pul_1;Пул Первого;156848;https://t.me/pul_1
1052505009;@oper_goblin;Tynu40k Goblina (oper.ru);494204;https://t.me/oper_goblin
1554191741;@zluchka_tactical;Zluchka Tactical;16504;https://t.me/zluchka_tactical
1599966021;@m0sc0wcalling;Moscow calling;78939;https://t.me/m0sc0wcalling
1283625381;@msgazdiev;Murado;41826;https://t.me/msgazdiev
1758168560;@concordgroup_official;Пресс-служба Пригожина;199814;https://t.me/concordgroup_official
1172117729;@copperhorn;Медный рупор 🇷🇺 Z;6805;https://t.me/copperhorn
